"label_no","genus","species","sex","year","month","day","country","county","city_town_village","specific_location","HW_mm","intertegular_distance_mm","FW_length_mm","tibia_length_mm","family","ecology","Source","interocular_distance_mm","location_string","latitude","longitude"
"IGproject0954","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.209,2.583,7.721,2.035,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0955","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.136,2.406,7.556,2.036,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0956","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.185,2.407,7.32,2.039,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0957","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.261,2.577,7.611,2.152,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0958","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.022,2.304,7.091,1.928,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0959","Colletes","succintus","male",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.223,2.516,7.33,2.036,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0960","Colletes","succintus","female",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.071,2.297,6.912,1.946,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0961","Colletes","succintus","female",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.42,2.829,8.693,2.303,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0962","Colletes","succintus","female",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.53,2.994,8.491,2.435,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0963","Colletes","succintus","female",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.429,2.708,8.818,2.288,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0964","Colletes","succintus","female",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.471,2.829,8.854,2.36,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0965","Colletes","succintus","female",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.376,2.762,7.811,2.247,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0966","Colletes","succintus","female",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.422,2.882,8.668,2.265,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0967","Colletes","succintus","female",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.457,2.938,8.607,2.331,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0968","Colletes","succintus","female",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.508,2.895,9.074,2.407,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0969","Colletes","succintus","female",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.486,2.736,8.831,2.401,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0970","Colletes","succintus","female",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.339,2.703,8.505,2.271,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0971","Colletes","succintus","female",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.481,2.878,8.917,2.317,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0972","Colletes","succintus","female",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.554,2.994,8.687,2.473,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0973","Colletes","succintus","female",1973,8,27,"England","Noth Yorkshire","","Sleddale Beck",3.446,2.669,8.704,2.314,"Colletidae","excavator","OUMNH",NA,"Sleddale Beck, Noth Yorkshire, England",54.48524892,-1.02487434
"IGproject0974","Nomada","flava","female",1916,5,NA,"England","Devon","Paignton","",2.659,1.739,8.921,2.485,"Apidae","kleptoparasite","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704
"IGproject0975","Nomada","flava","female",1916,5,NA,"England","Devon","Paignton","",2.747,1.877,9.291,2.572,"Apidae","kleptoparasite","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704
"IGproject0976","Nomada","flava","female",1916,5,NA,"England","Devon","Paignton","",2.793,1.947,9.328,2.691,"Apidae","kleptoparasite","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704
"IGproject0977","Nomada","flava","female",1916,5,NA,"England","Devon","Paignton","",2.412,1.553,8.013,2.3,"Apidae","kleptoparasite","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704
"IGproject0978","Nomada","flava","female",1915,6,3,"England","Devon","Brixham","Churston Ferrers",2.933,2.036,9.818,2.796,"Apidae","kleptoparasite","OUMNH",NA,"Churston Ferrers, Brixham, Devon, England",50.3945707,-3.565572
"IGproject0979","Nomada","flava","female",1921,5,NA,"England","Devon","Newton Abbot","",2.805,1.979,9.455,2.744,"Apidae","kleptoparasite","OUMNH",NA,"Newton Abbot, Devon, England",50.5296441,-3.6112097
"IGproject0980","Nomada","flava","female",1916,5,NA,"England","Devon","Paignton","",2.346,1.571,7.976,2.262,"Apidae","kleptoparasite","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704
"IGproject0981","Nomada","flava","female",1908,5,30,"England","West Midlands","Knowle","",2.784,1.96,9.43,2.806,"Apidae","kleptoparasite","OUMNH",NA,"Knowle, West Midlands, England",52.3932659,-1.738959
"IGproject0982","Nomada","flava","female",1916,5,NA,"England","Devon","Paignton","",2.424,1.613,8.099,2.39,"Apidae","kleptoparasite","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704
"IGproject0983","Nomada","flava","female",1915,5,17,"England","Gloucestershire","Wotton-under-Edge","",2.789,1.911,9.613,2.664,"Apidae","kleptoparasite","OUMNH",NA,"Wotton-under-Edge, Gloucestershire, England",51.6378241,-2.3547251
"IGproject0984","Nomada","flava","female",1921,5,NA,"England","Devon","Newton Abbot","",2.511,1.648,8.59,2.472,"Apidae","kleptoparasite","OUMNH",NA,"Newton Abbot, Devon, England",50.5296441,-3.6112097
"IGproject0985","Nomada","flava","female",1915,5,18,"England","Gloucestershire","Wotton-under-Edge","",2.833,1.948,9.48,2.777,"Apidae","kleptoparasite","OUMNH",NA,"Wotton-under-Edge, Gloucestershire, England",51.6378241,-2.3547251
"IGproject0986","Nomada","flava","female",1902,5,25,"England","Surrey","Wimbledon","",2.883,2.016,9.881,2.709,"Apidae","kleptoparasite","OUMNH",NA,"Wimbledon, Surrey, England",51.3525629,-0.7252222
"IGproject0987","Nomada","flava","female",1918,5,19,"England","Devon","Paignton","",2.853,1.983,9.605,2.77,"Apidae","kleptoparasite","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704
"IGproject0988","Nomada","flava","female",1915,5,18,"England","Gloucestershire","Wotton-under-Edge","",2.239,1.387,7.371,2.161,"Apidae","kleptoparasite","OUMNH",NA,"Wotton-under-Edge, Gloucestershire, England",51.6378241,-2.3547251
"IGproject0989","Nomada","flava","female",1918,5,19,"England","Devon","Paignton","",2.203,1.369,7.349,2,"Apidae","kleptoparasite","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704
"IGproject0990","Nomada","flava","female",1947,5,11,"England","Devon","Sheepstor","",2.416,1.675,7.927,2.19,"Apidae","kleptoparasite","OUMNH",NA,"Sheepstor, Devon, England",50.4908765,-4.0318718
"IGproject0991","Nomada","flava","female",1947,5,1,"England","Devon","Sheepstor","",2.517,1.734,8.097,2.259,"Apidae","kleptoparasite","OUMNH",NA,"Sheepstor, Devon, England",50.4908765,-4.0318718
"IGproject0992","Nomada","flava","female",1947,5,1,"England","Devon","Sheepstor","",2.438,1.663,8.08,2.315,"Apidae","kleptoparasite","OUMNH",NA,"Sheepstor, Devon, England",50.4908765,-4.0318718
"IGproject0993","Nomada","flava","female",1947,5,11,"England","Devon","Sheepstor","",2.358,1.628,7.71,2.274,"Apidae","kleptoparasite","OUMNH",NA,"Sheepstor, Devon, England",50.4908765,-4.0318718
"IGproject0994","Nomada","flava","female",1947,5,1,"England","Devon","Sheepstor","",2.517,1.703,8.122,2.372,"Apidae","kleptoparasite","OUMNH",NA,"Sheepstor, Devon, England",50.4908765,-4.0318718
"IGproject0995","Nomada","flava","female",1947,5,11,"England","Devon","Sheepstor","",2.452,1.69,8.006,2.332,"Apidae","kleptoparasite","OUMNH",NA,"Sheepstor, Devon, England",50.4908765,-4.0318718
"IGproject0996","Nomada","flava","female",1947,5,11,"England","Devon","Dewerstone","",2.477,1.708,8.242,2.309,"Apidae","kleptoparasite","OUMNH",NA,"Dewerstone, Devon, England",50.4566379,-4.0611944
"IGproject0997","Nomada","flava","female",1946,5,4,"England","Devon","Plymouth","Dewerstone Forest, Near Shaugh Prior",2.192,1.428,7.067,2.11,"Apidae","kleptoparasite","OUMNH",NA,"Dewerstone Forest, Near Shaugh Prior, Plymouth, Devon, England",50.45504038,-4.059848681
"IGproject0998","Nomada","flava","female",1947,5,11,"England","Devon","Sheepstor","",2.402,1.684,8.11,2.33,"Apidae","kleptoparasite","OUMNH",NA,"Sheepstor, Devon, England",50.4908765,-4.0318718
"IGproject0999","Nomada","flava","female",1947,5,11,"England","Devon","Sheepstor","",2.5,1.733,8.285,2.444,"Apidae","kleptoparasite","OUMNH",NA,"Sheepstor, Devon, England",50.4908765,-4.0318718
"IGproject1000","Nomada","flava","female",1947,5,11,"England","Devon","Sheepstor","",2.149,1.405,7.08,1.972,"Apidae","kleptoparasite","OUMNH",NA,"Sheepstor, Devon, England",50.4908765,-4.0318718
"IGproject1001","Nomada","flava","female",1943,5,43,"England","Hampshire","","New Forest",2.069,1.35,6.699,1.974,"Apidae","kleptoparasite","OUMNH",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844
"IGproject1002","Nomada","flava","female",1947,5,11,"England","Devon","Sheepstor","",2.056,1.277,6.701,1.946,"Apidae","kleptoparasite","OUMNH",NA,"Sheepstor, Devon, England",50.4908765,-4.0318718
"IGproject1003","Nomada","flava","female",1979,5,14,"England","Devon","Sheepstor","",2.531,1.755,8.368,2.342,"Apidae","kleptoparasite","OUMNH",NA,"Sheepstor, Devon, England",50.4908765,-4.0318718
"IGproject1004","Nomada","flava","female",1943,5,16,"England","Hampshire","Lyndhurst","",2.462,1.687,7.925,2.285,"Apidae","kleptoparasite","OUMNH",NA,"Lyndhurst, Hampshire, England",50.8727657,-1.5748436
"IGproject1005","Nomada","flava","female",1936,5,3,"England","Devon","Dartmoor","Hexworthy",2.5,1.76,8.277,2.421,"Apidae","kleptoparasite","OUMNH",NA,"Hexworthy, Dartmoor, Devon, England",50.5379971,-3.8990284
"IGproject1006","Nomada","flava","female",1930,4,25,"England","Devon","Plymouth","Dewerstone Forest, Near Shaugh Prior",2.457,1.77,8.239,2.322,"Apidae","kleptoparasite","OUMNH",NA,"Dewerstone Forest, Near Shaugh Prior, Plymouth, Devon, England",50.45504038,-4.059848681
"IGproject1007","Nomada","flava","female",1930,4,25,"England","Devon","Plymouth","Dewerstone Forest, Near Shaugh Prior",2.448,1.655,8.038,2.244,"Apidae","kleptoparasite","OUMNH",NA,"Dewerstone Forest, Near Shaugh Prior, Plymouth, Devon, England",50.45504038,-4.059848681
"IGproject1008","Nomada","flava","female",1930,4,25,"England","Devon","Plymouth","Dewerstone Forest, Near Shaugh Prior",2.477,1.73,8.152,2.373,"Apidae","kleptoparasite","OUMNH",NA,"Dewerstone Forest, Near Shaugh Prior, Plymouth, Devon, England",50.45504038,-4.059848681
"IGproject1009","Nomada","flava","female",1947,5,4,"England","Devon","Plymouth","Dewerstone Forest, Near Shaugh Prior",2.389,1.563,7.689,2.177,"Apidae","kleptoparasite","OUMNH",NA,"Dewerstone Forest, Near Shaugh Prior, Plymouth, Devon, England",50.45504038,-4.059848681
"IGproject1010","Nomada","flava","female",1946,5,4,"England","Devon","Plymouth","Dewerstone Forest, Near Shaugh Prior",2.31,1.555,7.805,2.116,"Apidae","kleptoparasite","OUMNH",NA,"Dewerstone Forest, Near Shaugh Prior, Plymouth, Devon, England",50.45504038,-4.059848681
"IGproject1011","Nomada","flava","male",1918,4,27,"England","Devon","Paignton","",2.368,1.438,7.542,2.085,"Apidae","kleptoparasite","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704
"IGproject1012","Nomada","flava","male",1918,5,19,"England","Devon","Paignton","",2.847,1.92,9.326,2.556,"Apidae","kleptoparasite","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704
"IGproject1013","Nomada","flava","male",1916,5,NA,"England","Devon","Paignton","",2.37,1.49,7.554,2.094,"Apidae","kleptoparasite","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704
"IGproject1014","Nomada","flava","male",1915,6,3,"England","Devon","Brixham","Churston Ferrers",2.892,2.001,9.355,2.522,"Apidae","kleptoparasite","OUMNH",NA,"Churston Ferrers, Brixham, Devon, England",50.3945707,-3.565572
"IGproject1015","Nomada","flava","male",1916,5,NA,"England","Devon","Paignton","",2.818,1.854,9.021,2.353,"Apidae","kleptoparasite","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704
"IGproject1016","Nomada","flava","male",1914,4,25,"England","Devon","Chudleigh","Ugbrooke",2.376,1.448,7.726,2.137,"Apidae","kleptoparasite","OUMNH",NA,"Ugbrooke, Chudleigh, Devon, England",50.5914631,-3.5899397
"IGproject1017","Nomada","flava","male",1897,5,NA,"Wales","Monmouthshire","Raglan","",2.837,1.969,9.287,2.507,"Apidae","kleptoparasite","OUMNH",NA,"Raglan, Monmouthshire, Wales",51.7650543,-2.8540602
"IGproject1018","Nomada","flava","male",1916,5,NA,"England","Devon","Paignton","",2.034,1.201,6.312,1.754,"Apidae","kleptoparasite","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704
"IGproject1019","Nomada","flava","male",1914,4,25,"England","Devon","Chudleigh","Ugbrooke",2.232,1.404,7.367,1.932,"Apidae","kleptoparasite","OUMNH",NA,"Ugbrooke, Chudleigh, Devon, England",50.5914631,-3.5899397
"IGproject1020","Nomada","flava","male",1915,5,31,"England","Devon","Newton Abbot","",2.757,1.87,9.134,2.495,"Apidae","kleptoparasite","OUMNH",NA,"Newton Abbot, Devon, England",50.5296441,-3.6112097
"IGproject1021","Nomada","flava","male",1918,5,19,"England","Devon","Brixham","Churston Ferrers",2.709,1.814,8.921,2.37,"Apidae","kleptoparasite","OUMNH",NA,"Churston Ferrers, Brixham, Devon, England",50.3945707,-3.565572
"IGproject1022","Nomada","flava","male",1897,5,NA,"Wales","Monmouthshire","Raglan","",2.958,1.988,9.583,2.657,"Apidae","kleptoparasite","OUMNH",NA,"Raglan, Monmouthshire, Wales",51.7650543,-2.8540602
"IGproject1023","Nomada","flava","male",1914,4,25,"England","Devon","Chudleigh","Ugbrooke",2.694,1.823,9.146,2.451,"Apidae","kleptoparasite","OUMNH",NA,"Ugbrooke, Chudleigh, Devon, England",50.5914631,-3.5899397
"IGproject1024","Nomada","flava","male",1916,5,NA,"England","Devon","Paignton","",2.347,1.486,7.379,2.013,"Apidae","kleptoparasite","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704
"IGproject1025","Nomada","flava","male",1913,5,13,"England","Devon","Newton Abbot","",2.738,1.844,8.974,2.403,"Apidae","kleptoparasite","OUMNH",NA,"Newton Abbot, Devon, England",50.5296441,-3.6112097
"IGproject1026","Nomada","flava","male",1897,5,NA,"Wales","Monmouthshire","Raglan","",2.912,1.937,9.408,2.526,"Apidae","kleptoparasite","OUMNH",NA,"Raglan, Monmouthshire, Wales",51.7650543,-2.8540602
"IGproject1027","Nomada","flava","female",1914,5,20,"England","Devon","Bovey Tracey","",2.557,1.782,8.76,2.592,"Apidae","kleptoparasite","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762
"IGproject1028","Nomada","flava","male",1992,5,13,"England","Oxfordshire","Oxford","Wolfson College",2.46,1.601,8.051,2.271,"Apidae","kleptoparasite","OUMNH",NA,"Wolfson College, Oxford, Oxfordshire, England",51.7711141,-1.2543347
"IGproject1029","Nomada","flava","male",1992,5,13,"England","Oxfordshire","Oxford","Wolfson College",2.926,1.949,9.483,2.551,"Apidae","kleptoparasite","OUMNH",NA,"Wolfson College, Oxford, Oxfordshire, England",51.7711141,-1.2543347
"IGproject1030","Nomada","flava","female",2002,5,16,"England","Oxfordshire","Oxford","Shotover",2.782,2.018,9.386,2.609,"Apidae","kleptoparasite","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229
"IGproject1031","Nomada","flava","male",1992,4,29,"England","Oxfordshire","Oxford","Wolfson College",2.818,1.896,8.989,2.456,"Apidae","kleptoparasite","OUMNH",NA,"Wolfson College, Oxford, Oxfordshire, England",51.7711141,-1.2543347
"IGproject1032","Nomada","flava","female",1963,6,13,"Wales","Gwynedd","Conwy","",2.794,1.929,9.525,2.678,"Apidae","kleptoparasite","OUMNH",NA,"Conwy, Gwynedd, Wales",53.2882223,-3.9786546
"IGproject1033","Nomada","flava","female",1999,5,29,"England","Oxfordshire","Eynsham","",2.867,2.074,9.2,2.762,"Apidae","kleptoparasite","OUMNH",NA,"Eynsham, Oxfordshire, England",51.7815319,-1.3826102
"IGproject1034","Nomada","flava","female",1999,5,26,"England","Worcestershire","Droitwich","Porters Mill",2.876,1.968,9.515,2.789,"Apidae","kleptoparasite","OUMNH",NA,"Porters Mill, Droitwich, Worcestershire, England",52.24610873,-2.202578135
"IGproject1035","Nomada","flava","female",1948,5,15,"England","Devon","Woodbury","",2.14,1.31,7.252,2.032,"Apidae","kleptoparasite","OUMNH",NA,"Woodbury, Devon, England",50.6759768,-3.4061001
"IGproject1036","Nomada","flava","male",1950,5,12,"England","Devon","Woodbury","",2.383,1.511,7.838,2.015,"Apidae","kleptoparasite","OUMNH",NA,"Woodbury, Devon, England",50.6759768,-3.4061001
"IGproject1037","Nomada","flava","female",1950,5,6,"England","Devon","Exeter","Exwick",2.811,1.945,9.548,2.84,"Apidae","kleptoparasite","OUMNH",NA,"Exwick, Exeter, Devon, England",50.7321721,-3.5501132
"IGproject1038","Nomada","flava","male",1950,5,6,"England","Devon","Exeter","Exwick",2.814,1.947,9.168,2.544,"Apidae","kleptoparasite","OUMNH",NA,"Exwick, Exeter, Devon, England",50.7321721,-3.5501132
"IGproject1039","Nomada","flava","female",1950,5,6,"England","Devon","Exeter","Exwick",2.673,1.836,9.051,2.572,"Apidae","kleptoparasite","OUMNH",NA,"Exwick, Exeter, Devon, England",50.7321721,-3.5501132
"IGproject1040","Nomada","flava","female",1949,5,7,"England","Devon","Bovey Tracey","Chudleigh Knighton Heath",2.789,1.894,9.295,2.721,"Apidae","kleptoparasite","OUMNH",NA,"Chudleigh Knighton Heath, Bovey Tracey, Devon, England",50.58100978,-3.64619059
