"label_no","genus","species","sex","year","month","day","country","county","city_town_village","specific_location","HW_mm","intertegular_distance_mm","FW_length_mm","tibia_length_mm","family","ecology","Source","interocular_distance_mm","location_string","latitude","longitude","full_name","mean_preflight_temp","sd_preflight_temp","max_preflight_monthly_mean","max_preflight_temp"
"IGproject1142","Nomada","ruficornis","female",1912,5,NA,"England","Hampshire","","New Forest",2.717,1.881,8.076,2.299,"Apidae","kleptoparasite","OUMNH",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844,"Nomada ruficornis",11.7990882631433,4.02728515025232,14.9822960516938,20.3686477675541
"IGproject1143","Nomada","ruficornis","female",1917,5,13,"England","Surrey","Cobham","",2.539,1.732,7.879,2.209,"Apidae","kleptoparasite","OUMNH",NA,"Cobham, Surrey, England",51.3300079,-0.4120821,"Nomada ruficornis",11.245337127977,2.02703303508885,12.6854170260378,18.242393722183
"IGproject1144","Nomada","ruficornis","male",1918,4,NA,"England","Oxfordshire","Oxford","",2.246,1.504,6.66,1.91,"Apidae","kleptoparasite","OUMNH",NA,"Oxford, Oxfordshire, England",51.7520131,-1.2578499,"Nomada ruficornis",11.9665351160863,5.36200801173658,16.1085156283383,21.4720522941889
"IGproject1145","Nomada","ruficornis","male",1915,5,NA,"England","Gloucestershire","Wotton-under-Edge","",2.468,1.581,7.539,2.072,"Apidae","kleptoparasite","OUMNH",NA,"Wotton-under-Edge, Gloucestershire, England",51.6378241,-2.3547251,"Nomada ruficornis",11.8561706437816,2.62864888433412,14.7980816567123,20.1851836349757
"IGproject1146","Nomada","ruficornis","female",1929,4,27,"England","Dorset","Badbury","",2.743,1.967,8.46,2.377,"Apidae","kleptoparasite","OUMNH",NA,"Badbury, Dorset, England",50.8262977,-2.0523555,"Nomada ruficornis",10.9864698500249,2.45896443877766,13.2763045067584,18.1184497163508
"IGproject1147","Nomada","ruficornis","male",1916,5,NA,"England","Kent","Deal","",2.636,1.789,8.122,2.217,"Apidae","kleptoparasite","OUMNH",NA,"Deal, Kent, England",51.2239544,1.4027344,"Nomada ruficornis",10.7852000978297,2.99575629108315,13.7731604361806,17.3494715302715
"IGproject1148","Nomada","ruficornis","male",1954,4,24,"England","Devon","Lustleigh","",2.452,1.584,7.501,2.069,"Apidae","kleptoparasite","OUMNH",NA,"Lustleigh, Devon, England",50.6228301,-3.7304463,"Nomada ruficornis",11.0737793351195,3.11761188791543,13.7659808095222,18.1081794872784
"IGproject1149","Nomada","ruficornis","female",1968,6,16,"England","Oxfordshire","Oxford","Waterperry Wood",2.701,1.89,8.056,2.368,"Apidae","kleptoparasite","OUMNH",NA,"Waterperry Wood, Oxford, Oxfordshire, England",51.77601288,-1.127008027,"Nomada ruficornis",10.8484882909241,3.15733956518492,14.0642907708983,19.400079400252
"IGproject1150","Nomada","ruficornis","female",1968,6,16,"England","Oxfordshire","Oxford","Waterperry Wood",2.775,1.91,8.476,2.405,"Apidae","kleptoparasite","OUMNH",NA,"Waterperry Wood, Oxford, Oxfordshire, England",51.77601288,-1.127008027,"Nomada ruficornis",10.8484882909241,3.15733956518492,14.0642907708983,19.400079400252
"IGproject1151","Nomada","ruficornis","male",1954,5,29,"England","Cambridgeshire","Duxford","",2.81,1.795,8.821,2.47,"Apidae","kleptoparasite","OUMNH",NA,"Duxford, Cambridgeshire, England",52.0947808,0.1583392,"Nomada ruficornis",11.4493887194566,3.27527542610999,13.9491755571105,18.2181477102969
"IGproject1152","Nomada","ruficornis","female",1990,5,20,"England","Cornwall","Boconnoc","",2.784,1.744,8.323,2.395,"Apidae","kleptoparasite","OUMNH",NA,"Boconnoc, Cornwall, England",50.4076376,-4.597743,"Nomada ruficornis",11.5940756551738,4.19466567650365,14.4122635367245,19.5155280061957
"IGproject1153","Nomada","ruficornis","female",1984,5,15,"England","Oxfordshire","Cogges","",2.707,1.819,8.433,2.334,"Apidae","kleptoparasite","OUMNH",NA,"Cogges, Oxfordshire, England",51.78139,-1.4715776,"Nomada ruficornis",10.7186106240123,3.92578938484643,14.7670856690495,19.2991038468923
"IGproject1154","Nomada","ruficornis","female",1984,5,15,"England","Oxfordshire","Cogges","",2.417,1.587,7.271,2.14,"Apidae","kleptoparasite","OUMNH",NA,"Cogges, Oxfordshire, England",51.78139,-1.4715776,"Nomada ruficornis",10.7186106240123,3.92578938484643,14.7670856690495,19.2991038468923
"IGproject1155","Nomada","ruficornis","male",1931,5,19,"England","Oxfordshire","Yarnton","",2.436,1.5,7.61,2.075,"Apidae","kleptoparasite","OUMNH",NA,"Yarnton, Oxfordshire, England",51.8046148,-1.308937,"Nomada ruficornis",11.7585203499611,3.65268267765887,15.714793110193,20.9407554425227
"IGproject1156","Nomada","ruficornis","female",1926,5,21,"England","Oxfordshire","Yarnton","",2.39,1.589,7.065,1.96,"Apidae","kleptoparasite","OUMNH",NA,"Yarnton, Oxfordshire, England",51.8046148,-1.308937,"Nomada ruficornis",11.7248764199068,3.87463690051896,15.4266787678753,21.377879614741
"IGproject1157","Nomada","ruficornis","female",1926,5,21,"England","Oxfordshire","Yarnton","",2.548,1.623,7.662,2.245,"Apidae","kleptoparasite","OUMNH",NA,"Yarnton, Oxfordshire, England",51.8046148,-1.308937,"Nomada ruficornis",11.7248764199068,3.87463690051896,15.4266787678753,21.377879614741
"IGproject1158","Nomada","ruficornis","female",1930,5,18,"England","Oxfordshire","Yarnton","",2.55,1.619,7.748,2.316,"Apidae","kleptoparasite","OUMNH",NA,"Yarnton, Oxfordshire, England",51.8046148,-1.308937,"Nomada ruficornis",10.6280017273329,3.39934619203571,13.5331115491621,18.6769027086234
"IGproject1159","Nomada","ruficornis","female",1931,6,11,"England","Oxfordshire","Yarnton","",2.433,1.618,7.28,2.084,"Apidae","kleptoparasite","OUMNH",NA,"Yarnton, Oxfordshire, England",51.8046148,-1.308937,"Nomada ruficornis",11.7585203499611,3.65268267765887,15.714793110193,20.9407554425227
"IGproject1160","Nomada","ruficornis","female",1931,6,4,"England","Oxfordshire","Yarnton","",2.745,1.797,8.29,2.256,"Apidae","kleptoparasite","OUMNH",NA,"Yarnton, Oxfordshire, England",51.8046148,-1.308937,"Nomada ruficornis",11.7585203499611,3.65268267765887,15.714793110193,20.9407554425227
"IGproject1161","Nomada","ruficornis","female",1930,5,27,"England","Oxfordshire","Yarnton","",2.805,1.893,8.569,2.498,"Apidae","kleptoparasite","OUMNH",NA,"Yarnton, Oxfordshire, England",51.8046148,-1.308937,"Nomada ruficornis",10.6280017273329,3.39934619203571,13.5331115491621,18.6769027086234
"IGproject1162","Nomada","ruficornis","female",1926,6,5,"England","Oxfordshire","Oxford","Waterperry Wood",2.512,1.695,7.632,2.117,"Apidae","kleptoparasite","OUMNH",NA,"Waterperry Wood, Oxford, Oxfordshire, England",51.77601288,-1.127008027,"Nomada ruficornis",11.4090652029767,3.84679412468928,15.0644234716943,21.2630445793183
"IGproject1163","Nomada","ruficornis","female",1926,6,12,"England","Oxfordshire","Oxford","Waterperry Wood",2.599,1.684,7.831,2.168,"Apidae","kleptoparasite","OUMNH",NA,"Waterperry Wood, Oxford, Oxfordshire, England",51.77601288,-1.127008027,"Nomada ruficornis",11.4090652029767,3.84679412468928,15.0644234716943,21.2630445793183
"IGproject1164","Nomada","ruficornis","female",1926,6,5,"England","Oxfordshire","Oxford","Waterperry Wood",2.313,1.473,7.166,2.034,"Apidae","kleptoparasite","OUMNH",NA,"Waterperry Wood, Oxford, Oxfordshire, England",51.77601288,-1.127008027,"Nomada ruficornis",11.4090652029767,3.84679412468928,15.0644234716943,21.2630445793183
"IGproject1165","Nomada","ruficornis","female",1926,6,3,"England","Oxfordshire","Yarnton","",2.679,1.723,8.082,2.276,"Apidae","kleptoparasite","OUMNH",NA,"Yarnton, Oxfordshire, England",51.8046148,-1.308937,"Nomada ruficornis",11.7248764199068,3.87463690051896,15.4266787678753,21.377879614741
"IGproject1166","Nomada","ruficornis","female",1927,5,20,"England","Oxfordshire","Oxford","Waterperry Wood",2.523,1.704,7.429,1.995,"Apidae","kleptoparasite","OUMNH",NA,"Waterperry Wood, Oxford, Oxfordshire, England",51.77601288,-1.127008027,"Nomada ruficornis",10.9583622571274,2.26442150063441,13.4861650448193,18.5116233193714
"IGproject1167","Nomada","ruficornis","female",1926,5,21,"England","Oxfordshire","Yarnton","",2.663,1.738,7.877,2.182,"Apidae","kleptoparasite","OUMNH",NA,"Yarnton, Oxfordshire, England",51.8046148,-1.308937,"Nomada ruficornis",11.7248764199068,3.87463690051896,15.4266787678753,21.377879614741
"IGproject1168","Nomada","ruficornis","male",1914,4,14,"England","Devon","Dartmoor","East Dartmoor",2.66,1.842,8.484,2.281,"Apidae","kleptoparasite","OUMNH",NA,"East Dartmoor, Dartmoor, Devon, England",50.486085,-3.9856305,"Nomada ruficornis",9.34884959786246,2.72337829958105,11.6569993100494,15.6476824978623
"IGproject1169","Nomada","ruficornis","male",1914,4,14,"England","Devon","Dartmoor","East Dartmoor",2.391,1.631,7.399,2.011,"Apidae","kleptoparasite","OUMNH",NA,"East Dartmoor, Dartmoor, Devon, England",50.486085,-3.9856305,"Nomada ruficornis",9.34884959786246,2.72337829958105,11.6569993100494,15.6476824978623
"IGproject1170","Nomada","ruficornis","male",1914,4,NA,"England","Devon","Newton Abbot","",2.343,1.557,7.287,1.874,"Apidae","kleptoparasite","OUMNH",NA,"Newton Abbot, Devon, England",50.5296441,-3.6112097,"Nomada ruficornis",11.5528227003755,2.71200463932559,13.9924722200624,18.3551444825427
"IGproject1172","Nomada","ruficornis","female",1918,5,6,"England","Devon","Paignton","",2.659,1.737,7.917,2.333,"Apidae","kleptoparasite","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704,"Nomada ruficornis",11.4511985842094,4.11085450921821,14.9443997879067,18.6496433021271
"IGproject1173","Nomada","ruficornis","male",1911,5,12,"England","Cambridgeshire","Cambridge","",2.026,1.237,6.362,1.697,"Apidae","kleptoparasite","OUMNH",NA,"Cambridge, Cambridgeshire, England",52.2055314,0.1186637,"Nomada ruficornis",11.5816276072607,3.78876436445332,15.3146329901248,20.3271526443146
"IGproject1174","Nomada","ruficornis","female",1908,5,11,"England","Bedfordshire","Wilden","",2.635,1.747,7.923,2.309,"Apidae","kleptoparasite","OUMNH",NA,"Wilden, Bedfordshire, England",52.18458484,-0.400442834,"Nomada ruficornis",10.5072651487761,2.61408655289574,12.9473440991624,17.1111943082923
"IGproject1175","Nomada","ruficornis","female",1902,5,28,"England","Hampshire","Lyndhurst","",2.753,1.887,8.433,2.43,"Apidae","kleptoparasite","OUMNH",NA,"Lyndhurst, Hampshire, England",50.8727657,-1.5748436,"Nomada ruficornis",11.735328736283,2.81229297271721,14.4391925099214,20.0541995684523
"IGproject1176","Nomada","ruficornis","female",1893,5,8,"England","Warwickshie","Rugby","",2.509,1.646,7.426,2.109,"Apidae","kleptoparasite","OUMNH",NA,"Rugby, Warwickshie, England",52.3697958,-1.263870764,"Nomada ruficornis",10.8615732315268,3.07042490120702,13.4205894809341,19.1302522845208
"IGproject1177","Nomada","ruficornis","male",1893,5,8,"England","Warwickshie","Rugby","",2.225,1.426,6.765,1.901,"Apidae","kleptoparasite","OUMNH",NA,"Rugby, Warwickshie, England",52.3697958,-1.263870764,"Nomada ruficornis",10.8615732315268,3.07042490120702,13.4205894809341,19.1302522845208
"IGproject1178","Nomada","ruficornis","female",1902,5,28,"England","Hampshire","Lyndhurst","",2.584,1.726,8.143,2.224,"Apidae","kleptoparasite","OUMNH",NA,"Lyndhurst, Hampshire, England",50.8727657,-1.5748436,"Nomada ruficornis",11.735328736283,2.81229297271721,14.4391925099214,20.0541995684523
"IGproject1179","Nomada","ruficornis","female",1902,5,29,"England","Hampshire","Lyndhurst","",2.434,1.591,7.319,2.131,"Apidae","kleptoparasite","OUMNH",NA,"Lyndhurst, Hampshire, England",50.8727657,-1.5748436,"Nomada ruficornis",11.735328736283,2.81229297271721,14.4391925099214,20.0541995684523
"IGproject1180","Nomada","ruficornis","female",1902,6,NA,"England","Hampshire","Lyndhurst","",2.708,1.93,8.304,2.377,"Apidae","kleptoparasite","OUMNH",NA,"Lyndhurst, Hampshire, England",50.8727657,-1.5748436,"Nomada ruficornis",11.735328736283,2.81229297271721,14.4391925099214,20.0541995684523
"IGproject1181","Megachile","centuncularis","male",1898,7,NA,"Wales","Gwynedd","Criccieth","",3.528,2.832,8.165,2.26,"Megachilidae","cavity nester","OUMNH",NA,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414,"Megachile centuncularis",15.0701349601524,0.806145648993445,15.6476353548299,19.7124157224474
"IGproject1182","Megachile","centuncularis","male",1898,7,NA,"Wales","Gwynedd","Criccieth","",3.484,2.836,7.926,2.216,"Megachilidae","cavity nester","OUMNH",NA,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414,"Megachile centuncularis",15.0701349601524,0.806145648993445,15.6476353548299,19.7124157224474
"IGproject1183","Megachile","centuncularis","female",1904,7,NA,"England","Dorset","Lyme Regis","",3.497,2.923,8.192,2.17,"Megachilidae","cavity nester","OUMNH",NA,"Lyme Regis, Dorset, England",50.7252897,-2.934559,"Megachile centuncularis",14.1679493073694,1.30463356026486,15.2395292155061,19.7112190954345
"IGproject1184","Megachile","centuncularis","female",1926,7,NA,"England","Cornwall","Bude","",3.506,2.835,7.874,2.052,"Megachilidae","cavity nester","OUMNH",NA,"Bude, Cornwall, England",50.8290532,-4.5447261,"Megachile centuncularis",15.1007310858919,0.905462857877783,15.7096114995263,18.9298625295037
"IGproject1185","Megachile","centuncularis","female",1898,7,NA,"Wales","Gwynedd","Criccieth","",3.431,2.653,7.736,1.988,"Megachilidae","cavity nester","OUMNH",NA,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414,"Megachile centuncularis",15.0701349601524,0.806145648993445,15.6476353548299,19.7124157224474
"IGproject1186","Megachile","centuncularis","female",1905,7,8,"England","Dorset","Lyme Regis","",3.706,3.019,8.307,2.247,"Megachilidae","cavity nester","OUMNH",NA,"Lyme Regis, Dorset, England",50.7252897,-2.934559,"Megachile centuncularis",15.0707330310714,1.72195556678507,16.6678192838039,21.0904125765718
"IGproject1187","Megachile","centuncularis","female",1998,7,NA,"Wales","Gwynedd","Criccieth","",3.696,3.016,8.373,2.33,"Megachilidae","cavity nester","OUMNH",NA,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414,"Megachile centuncularis",15.7824335852142,2.07836384044653,17.8691647772138,21.5644735779643
"IGproject1188","Megachile","centuncularis","female",1905,7,15,"England","Dorset","Lyme Regis","",3.781,3.147,8.486,2.319,"Megachilidae","cavity nester","OUMNH",NA,"Lyme Regis, Dorset, England",50.7252897,-2.934559,"Megachile centuncularis",15.0707330310714,1.72195556678507,16.6678192838039,21.0904125765718
"IGproject1189","Megachile","centuncularis","female",1904,7,NA,"England","Dorset","Lyme Regis","",3.739,2.999,8.494,2.451,"Megachilidae","cavity nester","OUMNH",NA,"Lyme Regis, Dorset, England",50.7252897,-2.934559,"Megachile centuncularis",14.1679493073694,1.30463356026486,15.2395292155061,19.7112190954345
"IGproject1190","Megachile","centuncularis","female",1904,7,11,"England","Dorset","Lyme Regis","",3.864,3.145,8.447,2.27,"Megachilidae","cavity nester","OUMNH",NA,"Lyme Regis, Dorset, England",50.7252897,-2.934559,"Megachile centuncularis",14.1679493073694,1.30463356026486,15.2395292155061,19.7112190954345
"IGproject1191","Megachile","centuncularis","female",1904,7,NA,"England","Dorset","Lyme Regis","",3.63,2.994,8.224,2.292,"Megachilidae","cavity nester","OUMNH",NA,"Lyme Regis, Dorset, England",50.7252897,-2.934559,"Megachile centuncularis",14.1679493073694,1.30463356026486,15.2395292155061,19.7112190954345
"IGproject1192","Megachile","centuncularis","female",1903,7,20,"England","Dorset","Lyme Regis","",3.579,2.988,8.27,2.307,"Megachilidae","cavity nester","OUMNH",NA,"Lyme Regis, Dorset, England",50.7252897,-2.934559,"Megachile centuncularis",14.3509103612868,1.13499064767345,15.1429601876487,19.604229171124
"IGproject1193","Megachile","centuncularis","female",1898,7,NA,"Wales","Gwynedd","Criccieth","",3.896,3.236,8.888,2.361,"Megachilidae","cavity nester","OUMNH",NA,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414,"Megachile centuncularis",15.0701349601524,0.806145648993445,15.6476353548299,19.7124157224474
"IGproject1194","Megachile","centuncularis","female",1897,9,7,"England","Oxfordshire","Oxford","Shotover",3.833,3.169,8.571,2.394,"Megachilidae","cavity nester","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229,"Megachile centuncularis",15.8394567963677,1.18497070242327,16.7866910212914,22.5166610213675
"IGproject1195","Megachile","centuncularis","male",1980,7,20,"England","Devon","Seaton","",3.596,2.762,8.034,2.291,"Megachilidae","cavity nester","OUMNH",NA,"Seaton, Devon, England",50.7045566,-3.0705105,"Megachile centuncularis",14.598725259796,1.34843578606699,15.9253446939814,20.2622275065874
"IGproject1196","Megachile","centuncularis","male",1926,6,NA,"England","Devon","Bovey Tracey","",3.332,2.428,7.457,2.084,"Megachilidae","cavity nester","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762,"Megachile centuncularis",15.8629296879445,0.308800905034658,16.2154835781259,21.3490532551601
"IGproject1197","Megachile","centuncularis","female",1898,8,14,"England","Oxfordshire","Oxford","Shotover",3.812,3.046,8.409,2.481,"Megachilidae","cavity nester","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229,"Megachile centuncularis",15.9499572720361,0.749803733536939,16.6832526713021,22.1413169733696
"IGproject1198","Megachile","centuncularis","male",1908,7,19,"England","Kent","Gravesend","",3.97,3.244,8.494,2.574,"Megachilidae","cavity nester","OUMNH",NA,"Gravesend, Kent, England",51.4424747,0.3694468,"Megachile centuncularis",14.789656281862,0.847137811449183,15.6426060376455,20.4370346644972
"IGproject1199","Megachile","centuncularis","male",1910,6,16,"England","Devon","Budleigh Salterton","",3.398,2.622,7.533,2.118,"Megachilidae","cavity nester","OUMNH",NA,"Budleigh Salterton, Devon, England",50.6310504,-3.3299844,"Megachile centuncularis",15.1974503797067,1.98775084634212,16.9086543262568,21.3892614299594
"IGproject1200","Megachile","centuncularis","male",1910,7,18,"England","Cheshire","Delamere","",3.408,2.558,7.812,2.091,"Megachilidae","cavity nester","OUMNH",NA,"Delamere, Cheshire, England",53.2288345,-2.6665302,"Megachile centuncularis",13.3885345204109,1.94208531457175,14.7096265770451,19.5467206248791
"IGproject1201","Megachile","centuncularis","male",1926,7,NA,"England","Devon","Newton Abbot","",3.563,2.796,7.998,2.233,"Megachilidae","cavity nester","OUMNH",NA,"Newton Abbot, Devon, England",50.5296441,-3.6112097,"Megachile centuncularis",16.4853112238391,0.293562701117292,16.8130874261733,21.6603234495984
"IGproject1202","Megachile","centuncularis","male",1910,6,16,"England","Devon","Budleigh Salterton","",3.245,2.57,7.071,1.847,"Megachilidae","cavity nester","OUMNH",NA,"Budleigh Salterton, Devon, England",50.6310504,-3.3299844,"Megachile centuncularis",15.1974503797067,1.98775084634212,16.9086543262568,21.3892614299594
"IGproject1203","Megachile","centuncularis","male",1919,6,12,"England","Devon","Bovey Tracey","",3.546,2.831,8.04,2.22,"Megachilidae","cavity nester","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762,"Megachile centuncularis",15.0193440451074,1.34048402097547,15.9052429532304,19.9679866255088
"IGproject1204","Megachile","centuncularis","male",1910,6,16,"England","Devon","Budleigh Salterton","",3.436,2.621,7.595,2.054,"Megachilidae","cavity nester","OUMNH",NA,"Budleigh Salterton, Devon, England",50.6310504,-3.3299844,"Megachile centuncularis",15.1974503797067,1.98775084634212,16.9086543262568,21.3892614299594
"IGproject1205","Megachile","centuncularis","male",1927,8,NA,"England","Devon","Bovey Tracey","",3.547,2.773,7.915,2.32,"Megachilidae","cavity nester","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762,"Megachile centuncularis",15.690243476109,2.14377123198019,17.1081034430143,21.1984863594711
"IGproject1206","Megachile","centuncularis","male",1913,7,10,"England","Devon","Dawlish Warren","",3.678,2.924,8.343,2.249,"Megachilidae","cavity nester","OUMNH",NA,"Dawlish Warren, Devon, England",50.5986475,-3.4437159,"Megachile centuncularis",14.5933036937637,1.61536883732717,16.4485656984533,19.8363900071281
"IGproject1207","Megachile","centuncularis","male",1926,7,NA,"England","Devon","Newton Abbot","",3.676,2.758,8.213,2.327,"Megachilidae","cavity nester","OUMNH",NA,"Newton Abbot, Devon, England",50.5296441,-3.6112097,"Megachile centuncularis",16.4853112238391,0.293562701117292,16.8130874261733,21.6603234495984
"IGproject1208","Megachile","centuncularis","female",1950,8,6,"England","Northamptonshire","Aynho","",3.676,2.956,8.183,2.238,"Megachilidae","cavity nester","OUMNH",NA,"Aynho, Northamptonshire, England",51.9948605,-1.2520728,"Megachile centuncularis",16.1761747263379,1.46439989015151,17.2297661547783,23.6384209363017
"IGproject1209","Megachile","centuncularis","female",1953,9,8,"England","Devon","Dartmouth","",3.884,3.151,8.72,2.19,"Megachilidae","cavity nester","OUMNH",NA,"Dartmouth, Devon, England",50.3514839,-3.583844,"Megachile centuncularis",15.7068006308933,1.3673680468448,16.7303706424488,20.6430322070604
"IGproject1210","Megachile","centuncularis","female",1914,7,24,"England","Devon","Bovey Tracey","",3.807,3.116,8.219,2.432,"Megachilidae","cavity nester","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762,"Megachile centuncularis",15.0488750326549,1.47338372217271,16.2638332688715,20.7504956979362
"IGproject1211","Megachile","centuncularis","female",1913,7,11,"England","Devon","Brixham","",3.641,2.925,7.986,2.17,"Megachilidae","cavity nester","OUMNH",NA,"Brixham, Devon, England",50.3952404,-3.514544,"Megachile centuncularis",14.5164187105447,1.54702274385541,16.2971468802914,19.0284226412577
"IGproject1212","Megachile","centuncularis","female",1915,6,12,"England","Devon","Bovey Tracey","",3.497,2.898,7.861,2.11,"Megachilidae","cavity nester","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762,"Megachile centuncularis",15.4061087029624,0.706947026509681,15.9616082933886,20.038906060993
"IGproject1213","Megachile","centuncularis","female",1915,6,30,"England","Devon","Bovey Tracey","",3.605,3.031,8.167,2.379,"Megachilidae","cavity nester","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762,"Megachile centuncularis",15.4061087029624,0.706947026509681,15.9616082933886,20.038906060993
"IGproject1214","Megachile","centuncularis","male",1915,6,19,"England","Devon","Dartmoor","",3.338,2.585,7.127,2.13,"Megachilidae","cavity nester","OUMNH",NA,"Dartmoor, Devon, England",50.5657349,-3.9009713,"Megachile centuncularis",13.9191704144938,0.7264645879049,14.5733186090503,18.1310826790566
"IGproject1215","Megachile","centuncularis","male",1926,6,NA,"England","Devon","Bovey Tracey","",3.149,2.455,7.092,1.803,"Megachilidae","cavity nester","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762,"Megachile centuncularis",15.8629296879445,0.308800905034658,16.2154835781259,21.3490532551601
"IGproject1216","Megachile","centuncularis","male",1926,7,NA,"England","Devon","Newton Abbot","",3.339,2.512,7.683,2.064,"Megachilidae","cavity nester","OUMNH",NA,"Newton Abbot, Devon, England",50.5296441,-3.6112097,"Megachile centuncularis",16.4853112238391,0.293562701117292,16.8130874261733,21.6603234495984
"IGproject1217","Megachile","centuncularis","male",1989,6,4,"England","Wiltshire","Swindon","",3.49,2.613,7.767,2.141,"Megachilidae","cavity nester","OUMNH",NA,"Swindon, Wiltshire, England",51.6057801,-1.841922,"Megachile centuncularis",14.9263012285554,0.367306728585571,15.3283178197823,19.9176653178495
"IGproject1218","Megachile","centuncularis","female",1910,6,15,"England","Devon","Budleigh Salterton","",3.739,3.099,8.412,2.262,"Megachilidae","cavity nester","OUMNH",NA,"Budleigh Salterton, Devon, England",50.6310504,-3.3299844,"Megachile centuncularis",15.1974503797067,1.98775084634212,16.9086543262568,21.3892614299594
"IGproject1219","Megachile","centuncularis","male",1953,7,22,"England","Devon","Torquay","",3.582,2.706,8.083,2.185,"Megachilidae","cavity nester","OUMNH",NA,"Torquay, Devon, England",50.4652392,-3.5211361,"Megachile centuncularis",16.0723498614188,1.37688904017475,17.129313846296,20.9429156649421
"IGproject1220","Megachile","centuncularis","female",1975,7,6,"England","Oxfordshire","Oxford","10 Stile Road",3.522,2.807,7.912,2.178,"Megachilidae","cavity nester","OUMNH",NA,"10 Stile Road, Oxford, Oxfordshire, England",51.7601077,-1.2087056,"Megachile centuncularis",15.2347629222952,0.840098971124613,15.7694769305384,20.3783365176319
"IGproject1221","Megachile","centuncularis","male",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",3.328,2.518,7.28,2.091,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636,"Megachile centuncularis",17.5343114690155,2.1361005225593,19.2501995709447,24.8795864143194
"IGproject1222","Megachile","centuncularis","male",1974,7,14,"England","Oxfordshire","Oxford","10 Stile Road",3.334,2.546,7.384,2.178,"Megachilidae","cavity nester","OUMNH",NA,"10 Stile Road, Oxford, Oxfordshire, England",51.7601077,-1.2087056,"Megachile centuncularis",16.3137307607292,1.04051413384552,17.4400566813976,22.3905681845843
"IGproject1223","Megachile","centuncularis","female",1978,7,14,"Wales","Pembrokeshire","Roch","Roch Castle",3.761,3.218,8.561,2.32,"Megachilidae","cavity nester","OUMNH",NA,"Roch Castle, Roch, Pembrokeshire, Wales",51.8491504,-5.0790126,"Megachile centuncularis",14.0075640222025,1.87032848059915,15.2810534551077,18.747162533977
"IGproject1224","Hylaeus","hyalinatus","male",1974,7,7,"England","Oxfordshire","Oxford","10 Stile Road",1.408,1.002,3.654,0.921,"Colletidae","cavity nester","OUMNH",NA,"10 Stile Road, Oxford, Oxfordshire, England",51.7601077,-1.2087056,"Hylaeus hyalinatus",16.3137307607292,1.04051413384552,17.4400566813976,22.3905681845843
"IGproject1225","Hylaeus","hyalinatus","female",1974,7,7,"England","Oxfordshire","Oxford","10 Stile Road",1.584,1.247,4.616,1.005,"Colletidae","cavity nester","OUMNH",NA,"10 Stile Road, Oxford, Oxfordshire, England",51.7601077,-1.2087056,"Hylaeus hyalinatus",16.3137307607292,1.04051413384552,17.4400566813976,22.3905681845843
"IGproject1226","Hylaeus","hyalinatus","female",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",1.635,1.249,4.399,1.023,"Colletidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636,"Hylaeus hyalinatus",17.5343114690155,2.1361005225593,19.2501995709447,24.8795864143194
"IGproject1227","Hylaeus","hyalinatus","female",1963,7,13,"England","Devon","Hartland Quay","",1.64,1.23,4.395,1.059,"Colletidae","cavity nester","OUMNH",NA,"Hartland Quay, Devon, England",50.994881,-4.534609,"Hylaeus hyalinatus",13.9256365995695,0.937936744545342,14.6856531808836,17.6966802029672
"IGproject1228","Hylaeus","hyalinatus","female",1980,7,23,"England","Suffolk","Westleton","",1.603,1.198,4.322,1.057,"Colletidae","cavity nester","OUMNH",NA,"Westleton, Suffolk, England",52.2649819,1.5753945,"Hylaeus hyalinatus",15.3218997144068,1.25534583759161,16.2268450048814,20.9227449333801
"IGproject1229","Hylaeus","hyalinatus","female",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",1.683,1.272,4.459,1.085,"Colletidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636,"Hylaeus hyalinatus",17.5343114690155,2.1361005225593,19.2501995709447,24.8795864143194
