label_no,genus,species,sex,year,month,day,country,county,city_town_village,specific_location,HW_mm,intertegular_distance_mm,FW_length_mm,tibia_length_mm,family,ecology,interocular_distance_mm
IGproject0551,Nomada,goodeniana,male,1900,5,16,England,Essex,Theydon Bois,,3.053,2.198,9.636,2.666,Apidae,kleptoparasite,
IGproject0552,Nomada,goodeniana,male,1900,4,26,England,East Sussex,Polegate,,2.664,1.73,8.214,2.253,Apidae,kleptoparasite,
IGproject0553,Nomada,goodeniana,female,1903,5,18,Wales,Gwynedd,Criccieth,,3.094,1.948,9.252,2.564,Apidae,kleptoparasite,
IGproject0554,Nomada,goodeniana,female,1898,5,22,England,Surrey,Godstone,,3.206,2.12,9.706,2.772,Apidae,kleptoparasite,
IGproject0555,Nomada,goodeniana,male,1900,5,16,England,Essex,Theydon Bois,,3.019,1.966,9.067,2.565,Apidae,kleptoparasite,
IGproject0556,Nomada,goodeniana,female,1961,4,5,England,Bristol,Bristol,Westbury on Trym,3.075,2.069,9.262,2.76,Apidae,kleptoparasite,
IGproject0557,Nomada,goodeniana,male,1911,5,13,England,Oxfordshire,Enslow,,2.946,1.94,9.09,2.377,Apidae,kleptoparasite,
IGproject0558,Nomada,goodeniana,female,1912,5,20,England,Oxfordshire,Wolvercote,,3.075,2.123,9.55,2.82,Apidae,kleptoparasite,
IGproject0559,Nomada,goodeniana,female,1922,8,17,England,Oxfordshire,Tubney,,3.149,2.139,8.972,2.625,Apidae,kleptoparasite,
IGproject0560,Nomada,goodeniana,male,1932,5,1,England,Oxfordshire,Wolvercote,,2.8,1.818,9.078,2.385,Apidae,kleptoparasite,
IGproject0561,Nomada,goodeniana,male,1930,5,4,England,Oxfordshire,Yarnton,,2.544,1.648,8.045,2.074,Apidae,kleptoparasite,
IGproject0562,Nomada,goodeniana,female,1926,5,21,England,Oxfordshire,Yarnton,,2.905,1.957,9.046,2.686,Apidae,kleptoparasite,
IGproject0563,Nomada,goodeniana,male,1922,8,14,England,Oxfordshire,Tubney,,2.904,1.779,8.473,2.471,Apidae,kleptoparasite,
IGproject0564,Nomada,goodeniana,female,1926,4,18,England,Oxfordshire,Tubney,,2.656,1.686,8.078,2.26,Apidae,kleptoparasite,
IGproject0565,Nomada,goodeniana,female,1927,5,25,England,Oxfordshire,Yarnton,,2.856,1.927,9.057,2.686,Apidae,kleptoparasite,
IGproject0566,Nomada,goodeniana,female,1936,6,8,England,Oxfordshire,Oxford,Wytham,3.064,2.21,9.647,2.829,Apidae,kleptoparasite,
IGproject0567,Nomada,goodeniana,male,1930,5,4,England,Oxfordshire,Yarnton,,3.017,2.067,9.268,2.383,Apidae,kleptoparasite,
IGproject0568,Nomada,goodeniana,female,1910,5,22,England,Oxfordshire,Enslow,,2.908,2.047,8.965,2.584,Apidae,kleptoparasite,
IGproject0569,Nomada,goodeniana,female,1926,6,6,England,Oxfordshire,Oxford,Waterperry Wood,2.776,1.909,8.539,2.513,Apidae,kleptoparasite,
IGproject0570,Nomada,goodeniana,male,1930,4,,England,Oxfordshire,Yarnton,,2.94,2.095,9.329,2.567,Apidae,kleptoparasite,
IGproject0571,Nomada,goodeniana,female,1926,4,18,England,Oxfordshire,Tubney,,2.899,1.885,8.753,2.464,Apidae,kleptoparasite,
IGproject0572,Nomada,goodeniana,female,1983,6,22,England,Oxfordshire,Ardley,,3.105,2.089,9.685,2.8,Apidae,kleptoparasite,
IGproject0573,Nomada,goodeniana,male,1997,5,13,England,Kent,Westwood,,2.777,1.81,8.721,2.375,Apidae,kleptoparasite,
IGproject0574,Nomada,goodeniana,female,1949,5,29,England,Devon,Exeter,,2.999,1.915,8.594,2.603,Apidae,kleptoparasite,
IGproject0575,Nomada,goodeniana,male,1929,5,19,England,Cambridgeshire,Wicken,,2.731,1.767,8.544,2.444,Apidae,kleptoparasite,
IGproject0576,Nomada,goodeniana,male,1918,4,27,England,Devon,Paignton,,2.505,1.609,7.672,2.194,Apidae,kleptoparasite,
IGproject0577,Nomada,goodeniana,male,1918,4,,England,Oxfordshire,Oxford,,2.839,2.063,8.945,2.549,Apidae,kleptoparasite,
IGproject0578,Nomada,goodeniana,male,1914,4,4,England,Devon,Dawlish Warren,,2.567,1.731,8.044,2.193,Apidae,kleptoparasite,
IGproject0579,Nomada,goodeniana,male,1930,7,17,England,Devon,Sidmouth,,2.665,1.906,7.941,2.235,Apidae,kleptoparasite,
IGproject0580,Nomada,goodeniana,male,1918,4,27,England,Devon,Paignton,,2.464,1.553,7.69,2.123,Apidae,kleptoparasite,
IGproject0581,Colletes,succintus,female,1927,8,15,England,Dorset,Warmwell,Warmwell Heath,3.268,2.661,8.2,2.117,Colletidae,excavator,
IGproject0582,Colletes,succintus,male,1928,8,31,England,Cornwall,The Lizard,,2.967,2.009,7.219,1.813,Colletidae,excavator,
IGproject0583,Colletes,succintus,male,1961,8,6,Wales,Gwynedd,Criccieth,,3.106,2.516,7.483,1.942,Colletidae,excavator,
IGproject0584,Colletes,succintus,male,1989,6,16,England,Cornwall,,Holywell Beach,2.836,1.849,5.866,1.651,Colletidae,excavator,
IGproject0585,Colletes,succintus,male,1934,8,17,England,Dorset,Swanage,South Haven Point,2.848,1.923,6.356,1.809,Colletidae,excavator,
IGproject0586,Colletes,succintus,male,1971,8,20,England,Devon,South Brent,Shipley Bridge,3.197,2.564,7.62,1.997,Colletidae,excavator,
IGproject0587,Colletes,succintus,female,1975,7,30,England,Devon,Throwleigh,Shilstone Tor,3.491,2.804,8.744,2.288,Colletidae,excavator,
IGproject0588,Colletes,succintus,female,1972,9,20,England,Devon,Belstone,,3.625,3.038,8.971,2.363,Colletidae,excavator,
IGproject0589,Colletes,succintus,male,1934,8,17,England,Dorset,Swanage,South Haven Point,3.393,2.556,7.866,2.062,Colletidae,excavator,
IGproject0590,Colletes,succintus,female,1934,9,8,England,Dorset,Swanage,South Haven Point,3.236,2.526,7.77,2.16,Colletidae,excavator,
IGproject0591,Colletes,succintus,male,1907,8,28,England,Dorset,Bournemouth,,3.139,2.401,7.593,2.023,Colletidae,excavator,
IGproject0592,Colletes,succintus,female,1914,8,10,England,Devon,Bovey Tracey,,3.368,2.76,8.734,2.249,Colletidae,excavator,
IGproject0593,Colletes,succintus,female,1919,8,,England,Devon,Dartmoor,,3.492,2.814,8.67,2.29,Colletidae,excavator,
IGproject0594,Colletes,succintus,female,1917,8,9,England,Cumbria,Port Carlisle,,3.508,2.898,8.802,2.484,Colletidae,excavator,
IGproject0595,Colletes,succintus,male,1917,8,9,England,Cumbria,Port Carlisle,,3.072,2.272,7.274,2.023,Colletidae,excavator,
IGproject0596,Colletes,succintus,male,1900,7,31,England,Surrey,Oxshott,,2.892,2.143,6.829,1.746,Colletidae,excavator,
IGproject0597,Colletes,succintus,female,1934,9,8,England,Dorset,Swanage,South Haven Point,3.178,2.541,7.77,2.119,Colletidae,excavator,
IGproject0598,Colletes,succintus,female,1914,8,10,England,Devon,Bovey Tracey,,3.134,2.394,7.784,2.084,Colletidae,excavator,
IGproject0599,Colletes,succintus,female,1939,8,15,England,Devon,Meavy,,3.315,2.576,8.234,2.263,Colletidae,excavator,
IGproject0600,Colletes,succintus,female,1968,9,2,England,Devon,Mary Tavy,,3.412,2.729,8.275,2.318,Colletidae,excavator,
IGproject0601,Colletes,succintus,male,1937,8,2,England,Dorset,Swanage,South Haven Point,3.095,2.345,7.06,1.966,Colletidae,excavator,
IGproject0602,Colletes,succintus,male,1937,8,2,England,Dorset,Swanage,South Haven Point,3.117,2.36,7.359,1.964,Colletidae,excavator,
IGproject0603,Colletes,succintus,male,1981,8,11,England,Devon,Dartmoor,Burrator Reservoir,2.954,2.337,6.644,1.806,Colletidae,excavator,
IGproject0604,Colletes,succintus,male,1935,8,31,England,Dorset,Swanage,South Haven Point,2.925,1.996,6.767,1.823,Colletidae,excavator,
IGproject0605,Colletes,succintus,male,1933,7,24,England,Dorset,Swanage,South Haven Point,3.051,2.218,7.201,1.918,Colletidae,excavator,
IGproject0606,Colletes,succintus,female,1936,8,31,England,Dorset,Warmwell,Warmwell Heath,3.186,2.554,8.083,2.139,Colletidae,excavator,
IGproject0607,Colletes,succintus,male,1928,8,31,England,Cornwall,The Lizard,,3.122,2.429,7.4,1.939,Colletidae,excavator,
IGproject0608,Colletes,succintus,female,1988,7,20,Wales,Pembrokeshire,Stackpole,,3.407,2.337,7.018,2.102,Colletidae,excavator,
IGproject0609,Colletes,succintus,female,1926,8,,England,Dorset,Warmwell,Warmwell Heath,3.133,2.453,7.786,2.085,Colletidae,excavator,
IGproject0610,Colletes,succintus,male,1962,8,20,England,Norfolk,Thetford,Ringmere,3.025,2.4,7.312,1.945,Colletidae,excavator,
IGproject0611,Colletes,succintus,male,1979,8,28,England,Devon,Lydford,,3.163,2.48,7.38,1.925,Colletidae,excavator,
IGproject0612,Colletes,succintus,male,1935,7,27,England,Dorset,Swanage,South Haven Point,2.901,2.159,6.905,1.847,Colletidae,excavator,
IGproject0613,Colletes,succintus,male,1927,8,17,England,Dorset,Moreton,,3.09,2.324,6.997,1.879,Colletidae,excavator,
IGproject0614,Colletes,succintus,male,1927,8,17,England,Dorset,Moreton,,2.951,2.172,6.691,1.738,Colletidae,excavator,
IGproject0615,Colletes,succintus,female,1920,7,,England,Devon,Chudleigh,,3.467,2.803,9.111,2.446,Colletidae,excavator,
IGproject0616,Colletes,succintus,female,1973,9,17,Wales,Pembrokeshire,St David's,St David's Head,3.587,2.927,9.119,2.479,Colletidae,excavator,
IGproject0617,Colletes,succintus,male,1953,8,10,England,Devon,Dawlish Warren,,2.94,2.13,6.946,1.826,Colletidae,excavator,
IGproject0618,Colletes,succintus,male,1977,8,13,England,Suffolk,Lakenheath,,2.954,2.228,6.674,1.77,Colletidae,excavator,
IGproject0619,Colletes,succintus,male,1953,8,10,England,Devon,Dawlish Warren,,3.002,2.129,7.072,1.913,Colletidae,excavator,
IGproject0620,Colletes,succintus,female,1917,9,22,England,Oxfordshire,Tubney,,3.337,2.548,8.145,2.197,Colletidae,excavator,
IGproject0621,Colletes,succintus,male,1945,9,7,England,Devon,Lydford,,3.038,2.378,7.246,1.908,Colletidae,excavator,
IGproject0622,Colletes,succintus,female,1927,8,,England,Devon,Bovey Tracey,,3.411,2.797,8.436,2.168,Colletidae,excavator,
IGproject0623,Colletes,succintus,male,2001,7,26,England,Oxfordshire,Oxford,Shotover,2.839,2.004,6.693,1.769,Colletidae,excavator,
IGproject0624,Colletes,succintus,male,2007,9,6,England,Surrey,Frensham,,2.988,2.131,7.044,1.853,Colletidae,excavator,
IGproject0625,Colletes,succintus,male,1989,7,11,England,Cornwall,Crackington Haven,,2.957,2.118,6.724,1.837,Colletidae,excavator,
IGproject0626,Colletes,succintus,female,2006,8,17,England,Surrey,,Witley and Milford Commons,3.377,2.306,8.284,2.244,Colletidae,excavator,
IGproject0627,Colletes,succintus,male,1906,8,13,England,Suffolk,,Tuddenham Fen,3.026,2.195,7.028,1.846,Colletidae,excavator,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
