"label_no","genus","species","sex","year","month","day","country","county","city_town_village","specific_location","HW_mm","intertegular_distance_mm","FW_length_mm","tibia_length_mm","family","ecology","interocular_distance_mm","location_string","latitude","longitude"
"IGproject0604","Colletes","succintus","male",1935,8,31,"England","Dorset","Swanage","South Haven Point",2.925,1.996,6.767,1.823,"Colletidae","excavator",NA,"South Haven Point, Swanage, Dorset, England",50.6787269,-1.94390688
"IGproject0605","Colletes","succintus","male",1933,7,24,"England","Dorset","Swanage","South Haven Point",3.051,2.218,7.201,1.918,"Colletidae","excavator",NA,"South Haven Point, Swanage, Dorset, England",50.6787269,-1.94390688
"IGproject0606","Colletes","succintus","female",1936,8,31,"England","Dorset","Warmwell","Warmwell Heath",3.186,2.554,8.083,2.139,"Colletidae","excavator",NA,"Warmwell Heath, Warmwell, Dorset, England",50.68094,-2.35113
"IGproject0607","Colletes","succintus","male",1928,8,31,"England","Cornwall","The Lizard","",3.122,2.429,7.4,1.939,"Colletidae","excavator",NA,"The Lizard, Cornwall, England",49.9602035,-5.2021162
"IGproject0608","Colletes","succintus","female",1988,7,20,"Wales","Pembrokeshire","Stackpole","",3.407,2.337,7.018,2.102,"Colletidae","excavator",NA,"Stackpole, Pembrokeshire, Wales",51.6304465,-4.9147282
"IGproject0609","Colletes","succintus","female",1926,8,NA,"England","Dorset","Warmwell","Warmwell Heath",3.133,2.453,7.786,2.085,"Colletidae","excavator",NA,"Warmwell Heath, Warmwell, Dorset, England",50.68094,-2.35113
"IGproject0610","Colletes","succintus","male",1962,8,20,"England","Norfolk","Thetford","Ringmere",3.025,2.4,7.312,1.945,"Colletidae","excavator",NA,"Ringmere, Thetford, Norfolk, England",52.4563431,0.8082252
"IGproject0611","Colletes","succintus","male",1979,8,28,"England","Devon","Lydford","",3.163,2.48,7.38,1.925,"Colletidae","excavator",NA,"Lydford, Devon, England",50.6459989,-4.0827936
"IGproject0612","Colletes","succintus","male",1935,7,27,"England","Dorset","Swanage","South Haven Point",2.901,2.159,6.905,1.847,"Colletidae","excavator",NA,"South Haven Point, Swanage, Dorset, England",50.6787269,-1.94390688
"IGproject0613","Colletes","succintus","male",1927,8,17,"England","Dorset","Moreton","",3.09,2.324,6.997,1.879,"Colletidae","excavator",NA,"Moreton, Dorset, England",50.7006001,-2.2916836
"IGproject0614","Colletes","succintus","male",1927,8,17,"England","Dorset","Moreton","",2.951,2.172,6.691,1.738,"Colletidae","excavator",NA,"Moreton, Dorset, England",50.7006001,-2.2916836
"IGproject0615","Colletes","succintus","female",1920,7,NA,"England","Devon","Chudleigh","",3.467,2.803,9.111,2.446,"Colletidae","excavator",NA,"Chudleigh, Devon, England",50.6156543,-3.5869448
"IGproject0616","Colletes","succintus","female",1973,9,17,"Wales","Pembrokeshire","St David's","St David's Head",3.587,2.927,9.119,2.479,"Colletidae","excavator",NA,"St David's Head, St David's, Pembrokeshire, Wales",51.9030217,-5.3127212
"IGproject0617","Colletes","succintus","male",1953,8,10,"England","Devon","Dawlish Warren","",2.94,2.13,6.946,1.826,"Colletidae","excavator",NA,"Dawlish Warren, Devon, England",50.5986475,-3.4437159
"IGproject0618","Colletes","succintus","male",1977,8,13,"England","Suffolk","Lakenheath","",2.954,2.228,6.674,1.77,"Colletidae","excavator",NA,"Lakenheath, Suffolk, England",52.4175635,0.5180418
"IGproject0619","Colletes","succintus","male",1953,8,10,"England","Devon","Dawlish Warren","",3.002,2.129,7.072,1.913,"Colletidae","excavator",NA,"Dawlish Warren, Devon, England",50.5986475,-3.4437159
"IGproject0620","Colletes","succintus","female",1917,9,22,"England","Oxfordshire","Tubney","",3.337,2.548,8.145,2.197,"Colletidae","excavator",NA,"Tubney, Oxfordshire, England",51.6852443,-1.3699399
"IGproject0621","Colletes","succintus","male",1945,9,7,"England","Devon","Lydford","",3.038,2.378,7.246,1.908,"Colletidae","excavator",NA,"Lydford, Devon, England",50.6459989,-4.0827936
"IGproject0622","Colletes","succintus","female",1927,8,NA,"England","Devon","Bovey Tracey","",3.411,2.797,8.436,2.168,"Colletidae","excavator",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762
"IGproject0623","Colletes","succintus","male",2001,7,26,"England","Oxfordshire","Oxford","Shotover",2.839,2.004,6.693,1.769,"Colletidae","excavator",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229
"IGproject0624","Colletes","succintus","male",2007,9,6,"England","Surrey","Frensham","",2.988,2.131,7.044,1.853,"Colletidae","excavator",NA,"Frensham, Surrey, England",51.1598756,-0.7774027
"IGproject0625","Colletes","succintus","male",1989,7,11,"England","Cornwall","Crackington Haven","",2.957,2.118,6.724,1.837,"Colletidae","excavator",NA,"Crackington Haven, Cornwall, England",50.7403071,-4.6319668
"IGproject0626","Colletes","succintus","female",2006,8,17,"England","Surrey","","Witley and Milford Commons",3.377,2.306,8.284,2.244,"Colletidae","excavator",NA,"Witley and Milford Commons, Surrey, England",51.15672477,-0.667927939
"IGproject0627","Colletes","succintus","male",1906,8,13,"England","Suffolk","","Tuddenham Fen",3.026,2.195,7.028,1.846,"Colletidae","excavator",NA,"Tuddenham Fen, Suffolk, England",52.33137083,0.542032024
