label_no,genus,species,sex,year,month,day,country,county,city_town_village,specific_location,HW_mm,intertegular_distance_mm,FW_length_mm,tibia_length_mm,family,ecology,Source,interocular_distance_mm
IGproject1399,Nomada,goodeniana,female,1899,4,,England,Devon,Sidmouth,,3.13,2.122,9.395,2.767,Apidae,kleptoparasite,OUMNH,
IGproject1400,Nomada,goodeniana,female,1896,,,England,Gloucestershire,Dodington,,3.093,2.191,9.364,2.733,Apidae,kleptoparasite,OUMNH,
IGproject1401,Nomada,goodeniana,female,1896,,,England,Gloucestershire,Dodington,,3.002,2.008,8.834,2.63,Apidae,kleptoparasite,OUMNH,
IGproject1402,Nomada,goodeniana,male,1899,4,,England,Devon,Sidmouth,,2.53,1.692,7.857,2.243,Apidae,kleptoparasite,OUMNH,
IGproject1403,Nomada,goodeniana,male,1896,,,England,Gloucestershire,Dodington,,2.835,1.833,8.858,2.526,Apidae,kleptoparasite,OUMNH,
IGproject1404,Nomada,goodeniana,male,1896,,,England,Gloucestershire,Dodington,,3.082,2.136,9.795,2.643,Apidae,kleptoparasite,OUMNH,
IGproject1405,Nomada,goodeniana,male,1896,,,England,Gloucestershire,Dodington,,3.06,1.938,9.57,2.657,Apidae,kleptoparasite,OUMNH,
IGproject1406,Nomada,goodeniana,female,1899,,,England,Devon,Sidmouth,,2.533,1.49,7.72,2.122,Apidae,kleptoparasite,OUMNH,
IGproject1407,Nomada,goodeniana,female,1899,,,England,Devon,Sidmouth,,2.774,1.696,8.415,2.464,Apidae,kleptoparasite,OUMNH,
IGproject1408,Nomada,goodeniana,male,1900,5,27,England,Oxfordshire,Boars Hill,,3.118,2.067,9.319,2.813,Apidae,kleptoparasite,OUMNH,
IGproject1409,Nomada,goodeniana,female,1941,6,2,England,Hampshire,Burley,,3.239,2.146,9.525,2.894,Apidae,kleptoparasite,OUMNH,
IGproject1410,Nomada,goodeniana,male,1937,5,4,England,Greater London,London,Wimbledon,3.036,2.002,9.268,2.526,Apidae,kleptoparasite,OUMNH,
IGproject1411,Nomada,goodeniana,female,1937,5,4,England,Greater London,London,Wimbledon,2.982,1.999,9.12,2.646,Apidae,kleptoparasite,OUMNH,
IGproject1412,Nomada,goodeniana,female,1937,5,4,England,Greater London,London,Wimbledon,3.239,2.149,9.96,2.935,Apidae,kleptoparasite,OUMNH,
IGproject1413,Nomada,goodeniana,male,1937,5,4,England,Greater London,London,Wimbledon,2.618,1.54,7.976,2.311,Apidae,kleptoparasite,OUMNH,
IGproject1414,Nomada,goodeniana,male,1937,5,4,England,Greater London,London,Wimbledon,2.742,1.766,8.413,2.468,Apidae,kleptoparasite,OUMNH,
IGproject1415,Nomada,goodeniana,male,1941,4,17,England,Oxfordshire,Hardwick,,2.275,1.286,6.984,2.004,Apidae,kleptoparasite,OUMNH,
IGproject1416,Nomada,goodeniana,female,1939,6,10,England,Somerset,Bath,,2.824,1.7731,8.375,2.505,Apidae,kleptoparasite,OUMNH,
IGproject1417,Nomada,goodeniana,male,1941,5,4,England,Berkshire,Padworth,,2.47,1.509,7.673,2.231,Apidae,kleptoparasite,OUMNH,
IGproject1418,Nomada,goodeniana,male,1941,5,4,England,Berkshire,Padworth,,2.366,1.423,7.257,2.053,Apidae,kleptoparasite,OUMNH,
IGproject1419,Nomada,goodeniana,male,1941,5,4,England,Berkshire,Padworth,,3.111,1.968,9.338,2.596,Apidae,kleptoparasite,OUMNH,
IGproject1420,Nomada,goodeniana,male,1941,5,4,England,Berkshire,Padworth,,2.592,1.498,7.981,2.236,Apidae,kleptoparasite,OUMNH,
IGproject1421,Nomada,goodeniana,male,1941,5,4,England,Berkshire,Padworth,,3.054,2.094,9.367,2.522,Apidae,kleptoparasite,OUMNH,
IGproject1422,Nomada,goodeniana,male,1941,5,4,England,Berkshire,Padworth,,2.806,1.806,8.561,2.438,Apidae,kleptoparasite,OUMNH,
IGproject1423,Nomada,goodeniana,male,1976,5,4,England,Derbyshire,Unstone,,3.02,2.117,9.478,2.605,Apidae,kleptoparasite,OUMNH,
IGproject1424,Nomada,goodeniana,male,1964,5,19,Wales,Conwy,Llandudno,,2.962,1.87,9.315,2.515,Apidae,kleptoparasite,OUMNH,
IGproject1425,Nomada,goodeniana,female,2007,4,16,England,Surrey,Reigate,Reigate Heath,2.684,1.768,7.961,2.428,Apidae,kleptoparasite,OUMNH,
IGproject1426,Lasioglossum,fulvicorne,female,1991,5,27,England,Wiltshire,Wroughton,Clouts Wood,1.734,1.247,5.317,1.447,Halictidae,excavator,OUMNH,
IGproject1427,Lasioglossum,fulvicorne,female,1991,6,22,England,Gloucestershire,Coombe,,1.76,1.215,5.21,1.39,Halictidae,excavator,OUMNH,
IGproject1428,Lasioglossum,fulvicorne,female,1991,6,22,England,Gloucestershire,Coombe,,1.871,1.314,5.458,1.4,Halictidae,excavator,OUMNH,
IGproject1429,Lasioglossum,fulvicorne,male,1942,7,31,England,West Sussex,Arundel,,1.728,1.193,5.018,1.232,Halictidae,excavator,OUMNH,
IGproject1430,Lasioglossum,fulvicorne,female,1974,5,7,England,Oxfordshire,Oxford,Wytham,1.763,1.323,5.412,1.429,Halictidae,excavator,OUMNH,
IGproject1431,Lasioglossum,fulvicorne,female,1974,5,7,England,Oxfordshire,Oxford,Wytham,1.794,1.31,5.414,1.424,Halictidae,excavator,OUMNH,
IGproject1432,Lasioglossum,fulvicorne,female,1949,8,20,England,Northamptonshire,Newbottle,,1.922,1.397,5.617,1.472,Halictidae,excavator,OUMNH,
IGproject1433,Lasioglossum,fulvicorne,male,1991,9,7,England,Gloucestershire,Fairford,Whelford Pool,1.761,1.246,5.54,1.344,Halictidae,excavator,OUMNH,
IGproject1434,Lasioglossum,fulvicorne,female,1991,6,29,England,Gloucestershire,Stroud,Bull Banks Lake,1.93,1.432,5.652,1.469,Halictidae,excavator,OUMNH,
IGproject1435,Lasioglossum,fulvicorne,female,1915,5,21,England,Devon,Brixham,,1.862,1.368,5.396,1.465,Halictidae,excavator,OUMNH,
IGproject1436,Lasioglossum,fulvicorne,female,1991,6,22,England,Gloucestershire,Coombe,,1.78,1.287,5.228,1.395,Halictidae,excavator,OUMNH,
IGproject1437,Lasioglossum,fulvicorne,female,1904,7,6,England,Dorset,Lyme Regis,,1.531,1.156,4.704,1.168,Halictidae,excavator,OUMNH,
IGproject1438,Lasioglossum,fulvicorne,female,1958,6,25,England,Dorset,Witchampton,,1.816,1.43,5.52,1.334,Halictidae,excavator,OUMNH,
IGproject1439,Lasioglossum,fulvicorne,female,1904,5,1,England,Gloucestershire,Horsley,,1.756,1.259,5.255,1.327,Halictidae,excavator,OUMNH,
IGproject1440,Lasioglossum,fulvicorne,female,1913,5,16,England,Devon,Newton Abbot,,1.81,1.364,5.449,1.388,Halictidae,excavator,OUMNH,
IGproject1441,Lasioglossum,fulvicorne,female,1904,5,1,England,Gloucestershire,Horsley,,1.766,1.288,5.288,1.384,Halictidae,excavator,OUMNH,
IGproject1442,Lasioglossum,fulvicorne,female,1904,8,24,England,Surrey,Reigate,,1.624,1.153,4.913,1.298,Halictidae,excavator,OUMNH,
IGproject1443,Lasioglossum,fulvicorne,female,1915,4,30,England,Devon,Brixham,,1.813,1.359,5.415,1.455,Halictidae,excavator,OUMNH,
IGproject1444,Lasioglossum,fulvicorne,female,1903,7,26,England,Dorset,Lyme Regis,,1.875,1.34,5.502,1.526,Halictidae,excavator,OUMNH,
IGproject1445,Lasioglossum,fulvicorne,female,1916,4,26,England,Devon,Brixham,,1.92,1.502,5.705,1.527,Halictidae,excavator,OUMNH,
IGproject1446,Lasioglossum,fulvicorne,female,1915,4,30,England,Devon,Brixham,,1.785,1.302,5.323,1.415,Halictidae,excavator,OUMNH,
IGproject1447,Lasioglossum,fulvicorne,female,1919,4,23,England,Devon,Brixham,Churston Ferrers,1.776,1.243,5.23,1.401,Halictidae,excavator,OUMNH,
IGproject1448,Lasioglossum,fulvicorne,female,1916,4,26,England,Devon,Brixham,,1.863,1.386,5.782,1.405,Halictidae,excavator,OUMNH,
IGproject1449,Lasioglossum,fulvicorne,female,1905,9,4,England,Kent,Faversham,Huntingfield,1.745,1.35,5.117,1.459,Halictidae,excavator,OUMNH,
IGproject1450,Lasioglossum,fulvicorne,female,1905,9,19,England,Kent,Faversham,Huntingfield,1.793,1.287,5.254,1.372,Halictidae,excavator,OUMNH,
IGproject1451,Lasioglossum,fulvicorne,female,1902,5,22,England,Kent,Faversham,Huntingfield,1.823,1.357,5.316,1.449,Halictidae,excavator,OUMNH,
IGproject1452,Lasioglossum,fulvicorne,female,1900,,,England,Kent,Faversham,Huntingfield,1.801,1.297,5.313,1.38,Halictidae,excavator,OUMNH,
IGproject1453,Lasioglossum,fulvicorne,female,1900,5,1,England,Surrey,,,1.964,1.59,6.048,1.57,Halictidae,excavator,OUMNH,
IGproject1454,Lasioglossum,fulvicorne,male,1901,7,7,England,Kent,Faversham,Huntingfield,1.716,1.222,5.17,1.228,Halictidae,excavator,OUMNH,
IGproject1455,Lasioglossum,fulvicorne,male,1894,,,England,Gloucestershire,Dodington,,1.817,1.238,5.192,1.258,Halictidae,excavator,OUMNH,
IGproject1456,Lasioglossum,fulvicorne,male,1894,8,,England,Gloucestershire,Dodington,,1.579,1.109,4.593,1.115,Halictidae,excavator,OUMNH,
IGproject1457,Lasioglossum,fulvicorne,male,1902,8,8,England,Kent,Faversham,Huntingfield,1.699,1.182,4.907,1.254,Halictidae,excavator,OUMNH,
IGproject1458,Lasioglossum,fulvicorne,male,1894,8,,England,Gloucestershire,Dodington,,1.568,1.013,4.688,1.121,Halictidae,excavator,OUMNH,
IGproject1459,Lasioglossum,fulvicorne,male,1894,,,England,Gloucestershire,Dodington,,1.719,1.165,5.144,1.229,Halictidae,excavator,OUMNH,
IGproject1460,Lasioglossum,fulvicorne,male,1894,,,England,Gloucestershire,Dodington,,1.637,1.033,4.709,1.148,Halictidae,excavator,OUMNH,
IGproject1461,Lasioglossum,fulvicorne,male,1901,9,3,England,Kent,Faversham,Huntingfield,1.829,1.357,5.416,1.295,Halictidae,excavator,OUMNH,
IGproject1462,Lasioglossum,fulvicorne,male,1894,,,England,Gloucestershire,Dodington,,1.754,1.218,5.113,1.27,Halictidae,excavator,OUMNH,
IGproject1463,Lasioglossum,fulvicorne,male,1901,8,19,England,Kent,Faversham,Huntingfield,1.682,1.171,5.037,1.187,Halictidae,excavator,OUMNH,
IGproject1464,Lasioglossum,fulvicorne,male,1893,,,England,Gloucestershire,Dodington,,1.694,1.21,5.008,1.194,Halictidae,excavator,OUMNH,
IGproject1465,Lasioglossum,fulvicorne,male,1894,,,England,Gloucestershire,Dodington,,1.708,1.192,5.192,1.281,Halictidae,excavator,OUMNH,
IGproject1466,Lasioglossum,fulvicorne,male,1901,7,7,England,Kent,Faversham,Huntingfield,1.764,1.256,5.006,1.202,Halictidae,excavator,OUMNH,
IGproject1467,Lasioglossum,fulvicorne,male,1922,7,24,England,Surrey,Tadworth,Box Hill,1.879,1.38,5.666,1.315,Halictidae,excavator,OUMNH,
IGproject1468,Lasioglossum,fulvicorne,male,1921,8,1,England,Oxfordshire,Aston Rowant,,1.844,1.309,5.553,1.364,Halictidae,excavator,OUMNH,
IGproject1469,Lasioglossum,fulvicorne,male,1904,8,,England,Kent,Faversham,Huntingfield,1.711,1.199,4.958,1.247,Halictidae,excavator,OUMNH,
IGproject1470,Lasioglossum,fulvicorne,male,1903,8,8,England,Kent,Blean,,1.782,1.283,5.15,1.244,Halictidae,excavator,OUMNH,
IGproject1471,Lasioglossum,fulvicorne,male,1900,,,England,Kent,Faversham,Huntingfield,1.706,1.155,4.841,1.184,Halictidae,excavator,OUMNH,
IGproject1472,Lasioglossum,fulvicorne,male,1915,7,15,England,Devon,Brixham,,1.857,1.338,5.722,1.356,Halictidae,excavator,OUMNH,
IGproject1473,Lasioglossum,fulvicorne,male,1902,8,30,England,Kent,Faversham,Huntingfield,1.724,1.177,5.147,1.278,Halictidae,excavator,OUMNH,
IGproject1474,Lasioglossum,fulvicorne,male,1901,9,3,England,Kent,Faversham,Huntingfield,1.769,1.282,5.308,1.326,Halictidae,excavator,OUMNH,
IGproject1475,Lasioglossum,fulvicorne,female,1991,6,22,England,Gloucestershire,Coombe,,1.839,1.326,5.253,1.424,Halictidae,excavator,OUMNH,
IGproject1476,Lasioglossum,fulvicorne,male,2007,8,8,England,Surrey,Walton-on-Thames,,1.957,1.332,5.594,1.426,Halictidae,excavator,OUMNH,
IGproject1477,Lasioglossum,fulvicorne,female,1989,7,21,England,Greater London,London,Selsdon Wood,1.848,1.35,5.375,1.459,Halictidae,excavator,OUMNH,
IGproject1478,Lasioglossum,fulvicorne,female,1940,4,21,England,Oxfordshire,Oxford,Wytham,1.843,1.347,5.221,1.414,Halictidae,excavator,OUMNH,
IGproject1479,Lasioglossum,fulvicorne,male,1968,9,7,England,Bedfordshire,Whipsnade,Bison Hill,1.794,1.286,5.266,1.239,Halictidae,excavator,OUMNH,
IGproject1480,Lasioglossum,fulvicorne,male,1968,9,7,England,Bedfordshire,Whipsnade,Bison Hill,1.658,1.169,5.005,1.252,Halictidae,excavator,OUMNH,
IGproject1481,Lasioglossum,fulvicorne,male,1968,9,7,England,Bedfordshire,Hitchin,Pegsdon,1.876,1.278,5.532,1.352,Halictidae,excavator,OUMNH,
IGproject1482,Lasioglossum,fulvicorne,male,1968,9,7,England,Bedfordshire,Whipsnade,Bison Hill,1.787,1.308,5.198,1.147,Halictidae,excavator,OUMNH,
IGproject1483,Lasioglossum,fulvicorne,male,1968,9,7,England,Bedfordshire,Whipsnade,Bison Hill,1.782,1.315,5.304,1.29,Halictidae,excavator,OUMNH,
IGproject1484,Sphecodes,geoffrellus,female,1976,,,England,Oxfordshire,Oxford,30 Cope Close,1.506,0.935,4.053,1.053,Halictidae,kleptoparasite,OUMNH,
IGproject1485,Sphecodes,geoffrellus,male,1976,,,England,Oxfordshire,Oxford,30 Cope Close,1.471,0.919,3.752,0.983,Halictidae,kleptoparasite,OUMNH,
IGproject1486,Sphecodes,geoffrellus,female,1976,,,England,Oxfordshire,Oxford,30 Cope Close,1.784,1.068,4.644,1.121,Halictidae,kleptoparasite,OUMNH,
IGproject1487,Sphecodes,geoffrellus,female,1976,,,England,Oxfordshire,Oxford,30 Cope Close,1.536,0.924,3.977,1.03,Halictidae,kleptoparasite,OUMNH,
IGproject1488,Sphecodes,geoffrellus,male,1989,7,3,England,Cornwall,St Anthony,,1.59,1.054,4.449,1.043,Halictidae,kleptoparasite,OUMNH,
IGproject1489,Sphecodes,geoffrellus,male,1903,,,England,Kent,Faversham,Huntingfield,1.451,0.956,3.913,0.936,Halictidae,kleptoparasite,OUMNH,
IGproject1490,Sphecodes,geoffrellus,male,1902,8,20,England,Kent,Faversham,Huntingfield,1.469,0.938,4.012,0.961,Halictidae,kleptoparasite,OUMNH,
IGproject1491,Sphecodes,geoffrellus,male,1905,9,1,England,Kent,Faversham,Huntingfield,1.629,1.09,4.41,1.117,Halictidae,kleptoparasite,OUMNH,
IGproject1492,Sphecodes,geoffrellus,female,1906,9,3,England,Kent,Charing,,1.531,0.915,4.11,1.03,Halictidae,kleptoparasite,OUMNH,
IGproject1493,Sphecodes,geoffrellus,female,1903,4,14,England,Kent,,,1.529,0.959,3.992,0.989,Halictidae,kleptoparasite,OUMNH,
IGproject1494,Sphecodes,geoffrellus,male,1901,8,4,England,Kent,Faversham,Huntingfield,1.42,0.883,3.824,0.815,Halictidae,kleptoparasite,OUMNH,
IGproject1495,Sphecodes,geoffrellus,male,1902,9,1,England,Kent,Faversham,Huntingfield,1.624,1.139,4.531,1.06,Halictidae,kleptoparasite,OUMNH,
IGproject1496,Sphecodes,geoffrellus,male,1900,,,England,Kent,Faversham,Huntingfield,1.63,1.132,4.17,1.006,Halictidae,kleptoparasite,OUMNH,
IGproject1497,Sphecodes,geoffrellus,male,1902,9,6,England,Kent,Faversham,Huntingfield,1.509,0.978,4.059,0.932,Halictidae,kleptoparasite,OUMNH,
IGproject1498,Sphecodes,geoffrellus,male,1900,8,4,England,Kent,Faversham,Huntingfield,1.673,1.126,4.343,1.075,Halictidae,kleptoparasite,OUMNH,
IGproject1499,Sphecodes,geoffrellus,female,1905,9,3,England,Kent,Charing,,1.392,0.877,3.664,0.95,Halictidae,kleptoparasite,OUMNH,
IGproject1500,Sphecodes,geoffrellus,female,1902,5,21,England,Kent,Faversham,Huntingfield,1.338,0.83,3.559,0.909,Halictidae,kleptoparasite,OUMNH,
IGproject1501,Sphecodes,geoffrellus,female,1902,9,6,England,Kent,Faversham,Huntingfield,1.514,0.919,3.999,1.018,Halictidae,kleptoparasite,OUMNH,
IGproject1502,Sphecodes,geoffrellus,female,1902,6,1,England,Kent,Faversham,Huntingfield,1.581,1.02,4.21,1.022,Halictidae,kleptoparasite,OUMNH,
IGproject1503,Sphecodes,geoffrellus,female,1902,9,18,England,Kent,Faversham,Huntingfield,1.516,0.934,3.923,1.023,Halictidae,kleptoparasite,OUMNH,
IGproject1504,Sphecodes,geoffrellus,female,1899,,,England,Devon,Sidmouth,,1.686,1.116,4.439,1.206,Halictidae,kleptoparasite,OUMNH,
IGproject1505,Sphecodes,geoffrellus,female,1902,6,1,England,Hampshire,Tadley,Pamber Forest,1.625,1.07,4.301,1.091,Halictidae,kleptoparasite,OUMNH,
IGproject1506,Sphecodes,geoffrellus,male,1902,9,18,England,Kent,Faversham,Huntingfield,1.523,1.076,4.024,0.947,Halictidae,kleptoparasite,OUMNH,
IGproject1507,Sphecodes,geoffrellus,female,1893,5,10,England,Surrey,Caterham,,1.504,0.92,4.016,1.025,Halictidae,kleptoparasite,OUMNH,
IGproject1508,Sphecodes,geoffrellus,female,1902,6,1,England,Hampshire,Tadley,Pamber Forest,1.555,0.989,4.067,1.023,Halictidae,kleptoparasite,OUMNH,
IGproject1509,Sphecodes,geoffrellus,female,1899,,,England,Devon,Sidmouth,,1.557,0.984,4.196,1.086,Halictidae,kleptoparasite,OUMNH,
IGproject1510,Sphecodes,geoffrellus,female,1901,6,1,England,Kent,Faversham,Huntingfield,1.443,0.908,3.845,0.993,Halictidae,kleptoparasite,OUMNH,
IGproject1511,Sphecodes,geoffrellus,female,1899,,,England,Devon,Sidmouth,,1.729,1.152,4.67,1.164,Halictidae,kleptoparasite,OUMNH,
IGproject1512,Sphecodes,geoffrellus,female,1901,6,1,England,Kent,Faversham,Huntingfield,1.665,1.049,4.388,1.095,Halictidae,kleptoparasite,OUMNH,
IGproject1513,Sphecodes,geoffrellus,female,1896,,,England,Gloucestershire,Dodington,,1.836,1.115,4.755,1.246,Halictidae,kleptoparasite,OUMNH,
IGproject1514,Sphecodes,geoffrellus,male,1902,8,16,England,Kent,Faversham,Huntingfield,1.296,0.839,3.511,0.89,Halictidae,kleptoparasite,OUMNH,
IGproject1515,Sphecodes,geoffrellus,male,1905,9,1,England,Kent,Faversham,Huntingfield,1.548,1.047,4.041,1,Halictidae,kleptoparasite,OUMNH,
IGproject1516,Sphecodes,geoffrellus,female,1899,,,England,Devon,Sidmouth,,1.581,0.999,4.425,1.091,Halictidae,kleptoparasite,OUMNH,
IGproject1517,Sphecodes,geoffrellus,female,1902,9,6,England,Kent,Faversham,Huntingfield,1.466,0.89,3.787,0.994,Halictidae,kleptoparasite,OUMNH,
IGproject1518,Sphecodes,geoffrellus,male,1900,7,1,England,Kent,Faversham,Huntingfield,1.396,0.905,3.832,0.89,Halictidae,kleptoparasite,OUMNH,
IGproject1519,Sphecodes,geoffrellus,male,1903,9,1,England,Kent,Faversham,Huntingfield,1.54,1.1,4.176,1.073,Halictidae,kleptoparasite,OUMNH,
IGproject1520,Sphecodes,geoffrellus,female,1914,8,3,England,Devon,Dawlish,,1.371,0.836,3.713,0.962,Halictidae,kleptoparasite,OUMNH,
IGproject1521,Sphecodes,geoffrellus,male,1914,8,3,England,Devon,Dawlish,,1.475,1.033,3.82,0.982,Halictidae,kleptoparasite,OUMNH,
IGproject1522,Sphecodes,geoffrellus,female,1904,6,27,England,Greater London,London,Wimbledon,1.586,1.015,4.146,1.075,Halictidae,kleptoparasite,OUMNH,
IGproject1523,Sphecodes,geoffrellus,female,1914,8,3,England,Devon,Dawlish,,1.577,1.018,4.151,1.092,Halictidae,kleptoparasite,OUMNH,
IGproject1524,Sphecodes,geoffrellus,female,1914,5,18,England,Devon,Longdown,,1.521,1.002,4.204,1.067,Halictidae,kleptoparasite,OUMNH,
IGproject1525,Sphecodes,geoffrellus,female,1915,7,24,England,Devon,Bovey Tracey,,1.666,1.089,4.626,1.133,Halictidae,kleptoparasite,OUMNH,
IGproject1526,Sphecodes,geoffrellus,female,1914,5,18,England,Devon,Longdown,,1.609,1.047,4.315,1.134,Halictidae,kleptoparasite,OUMNH,
IGproject1527,Sphecodes,geoffrellus,male,1907,8,1,England,Hampshire,,New Forest,1.491,0.988,3.992,0.969,Halictidae,kleptoparasite,OUMNH,
IGproject1528,Sphecodes,geoffrellus,female,1919,5,,England,Surrey,Woking,,1.555,1.06,4.203,1.053,Halictidae,kleptoparasite,OUMNH,
IGproject1529,Sphecodes,geoffrellus,female,1902,5,,England,Kent,Faversham,Huntingfield,1.911,1.229,4.844,1.208,Halictidae,kleptoparasite,OUMNH,
IGproject1530,Sphecodes,geoffrellus,female,1902,6,1,England,Hampshire,,New Forest,1.665,1.108,4.408,1.088,Halictidae,kleptoparasite,OUMNH,
IGproject1531,Sphecodes,geoffrellus,female,1893,4,,England,Hampshire,,New Forest,1.574,1.007,4.174,1.123,Halictidae,kleptoparasite,OUMNH,
IGproject1532,Sphecodes,geoffrellus,female,1901,6,1,England,Kent,Faversham,Huntingfield,1.611,1.008,4.261,1.162,Halictidae,kleptoparasite,OUMNH,
IGproject1533,Sphecodes,geoffrellus,female,1905,9,14,England,Kent,Faversham,Huntingfield,1.644,1.024,4.35,1.134,Halictidae,kleptoparasite,OUMNH,
IGproject1534,Sphecodes,geoffrellus,female,1902,5,24,England,Kent,Faversham,Huntingfield,1.744,1.097,4.616,1.186,Halictidae,kleptoparasite,OUMNH,
IGproject1535,Sphecodes,geoffrellus,female,1902,9,18,England,Kent,Faversham,Huntingfield,1.479,0.973,4.107,1.026,Halictidae,kleptoparasite,OUMNH,
IGproject1536,Sphecodes,geoffrellus,female,1905,9,14,England,Kent,Faversham,Huntingfield,1.341,0.87,3.701,0.932,Halictidae,kleptoparasite,OUMNH,
IGproject1537,Sphecodes,geoffrellus,female,1902,9,6,England,Kent,Faversham,Huntingfield,1.36,0.817,3.733,0.914,Halictidae,kleptoparasite,OUMNH,
IGproject1538,Sphecodes,geoffrellus,female,1902,9,7,England,Kent,Faversham,Huntingfield,1.47,0.987,3.978,0.963,Halictidae,kleptoparasite,OUMNH,
IGproject1539,Sphecodes,geoffrellus,female,1902,9,18,England,Kent,Faversham,Huntingfield,1.497,0.978,4.086,0.972,Halictidae,kleptoparasite,OUMNH,
IGproject1540,Sphecodes,geoffrellus,male,1901,8,10,England,Kent,Faversham,Huntingfield,1.41,0.928,3.878,0.931,Halictidae,kleptoparasite,OUMNH,
IGproject1541,Megachile,centuncularis,male,1922,5,11,England,Devon,Newton Abbot,,3.768,2.984,8.417,2.398,Megachilidae,cavity nester,OUMNH,
IGproject1542,Megachile,centuncularis,female,1926,6,,England,Devon,Newton Abbot,,3.725,3.026,8.568,2.255,Megachilidae,cavity nester,OUMNH,
IGproject1543,Megachile,centuncularis,male,1927,8,,England,Devon,Newton Abbot,,3.509,2.745,7.69,2.13,Megachilidae,cavity nester,OUMNH,
IGproject1544,Megachile,centuncularis,male,1913,6,15,England,Devon,Bovey Tracey,,3.605,2.731,7.945,2.391,Megachilidae,cavity nester,OUMNH,
IGproject1545,Megachile,centuncularis,female,1926,8,,England,Devon,Bovey Tracey,,3.857,3.173,8.683,2.333,Megachilidae,cavity nester,OUMNH,
IGproject1546,Megachile,centuncularis,female,1918,5,19,England,Devon,Paignton,,3.358,2.745,7.797,2.015,Megachilidae,cavity nester,OUMNH,
IGproject1547,Megachile,centuncularis,female,1909,7,15,England,Hampshire,,New Forest,3.682,3.196,8.775,2.317,Megachilidae,cavity nester,OUMNH,
IGproject1548,Megachile,centuncularis,female,1913,7,8,England,Devon,Paignton,,3.608,2.975,8.338,2.336,Megachilidae,cavity nester,OUMNH,
IGproject1549,Megachile,centuncularis,female,1961,8,10,England,Devon,Torquay,123 Abbey Road,3.661,3.003,8.236,2.2,Megachilidae,cavity nester,OUMNH,
IGproject1550,Megachile,centuncularis,female,1913,8,5,England,Devon,Bovey Tracey,,3.938,3.471,9.023,2.473,Megachilidae,cavity nester,OUMNH,
IGproject1551,Megachile,centuncularis,female,1913,6,15,England,Devon,Bovey Tracey,,3.723,3.152,8.597,2.409,Megachilidae,cavity nester,OUMNH,
IGproject1552,Megachile,centuncularis,female,1913,8,1,England,Devon,Bovey Tracey,,3.613,3.023,8.106,2.272,Megachilidae,cavity nester,OUMNH,
IGproject1553,Megachile,centuncularis,male,1905,7,15,England,Dorset,Lyme Regis,,3.457,2.643,7.721,2.135,Megachilidae,cavity nester,OUMNH,
IGproject1554,Megachile,centuncularis,female,1945,7,5,England,Oxfordshire,Oxford,Cowley,3.595,2.953,8.219,2.328,Megachilidae,cavity nester,OUMNH,
